,_id,text,orig_gender
615,train19667,who did mr drummond marry on diff'rent strokes,m
616,train19742,who is considered the father of information architecture,m
617,train19751,who plays the marshal in the man in the high castle,m
618,train19839,who has won the most dude perfect battles,m
619,train19848,who is summer's father on young and restless,m
620,train19863,who is the actor that plays mr noodle,m
621,train19879,who played john wayne's son in rio grande,m
622,train19891,who is known for his practice of total war,m
623,train19895,who is the secretary general of the un and where is he from,m
624,train19949,who was known for having a sign on his desk that read the buck stops here,m
625,train19951,who was griffin how did he become invisible,m
626,train19964,who played the original carole king in beautiful,m
627,train19979,early 20 th century poet who wrote a shropshire lad,m
628,train19980,who does cleveland's voice on family guy,m
629,train20055,how old is the guy who plays rocky,m
630,train20138,who plays emily's dad on pretty little liars,m
631,train20189,who plays the president's son on madam secretary,m
632,train20195,who said the man on the clapham omnibus,m
633,train20209,who plays jennifer jareau's husband on criminal minds,m
634,train20228,who started the practice of gerrymandering back in 1812 and what state was he from,m
635,train20262,who plays king george vi in the crown,m
636,train20291,who won the men's wimbledon championship 2016,m
637,train20335,who was called as uncrowned king of bombay,m
638,train20374,who played mr. honeywell on my little margie,m
639,train20408,who aided heracles in his second labor by cauterizing,m
640,train20451,who won the big brother naija last year,m
641,train20564,who is emma from big brother married to,m
642,train20609,who is the current chairman of the ntsb,m
643,train20613,who did tom brady's voice on family guy,m
644,train20638,what is the name of saudi arabia king,m
645,train20706,who returned the knighthood conferred on him by british goverment after jallianwala bagh massacre,m
646,train20733,who plays michelle's son alex in coronation street,m
647,train20782,who does roger's voice on american dad,m
648,train20817,who sings hey hey my my in sons of anarchy,m
649,train20835,who is known as father of early modern medicine,m
650,train20928,who played william in the film goodnight mr tom,m
651,train20934,british singer who collaborated with kanye west on american boy,m
652,train20994,who does loretta's voice on family guy,m
653,train21048,who played spock's father in the original star trek,m
654,train21067,who votes for nfl man of the year,m
655,train21079,who is called the father of english history,m
656,train21098,who played ross and monica's dad in friends,m
657,train21149,who was the actor that played the elephant man,m
658,train21218,who plays anna scott's boyfriend in notting hill,m
659,train21288,who is the chairman of isolo local government,m
660,train21293,who plays mr finn on school of rock,m
661,train21360,who played grandpa joe in charlie and the chocolate factory,m
662,train21410,who won second head of household on big brother,m
663,train21428,the cricketer who made his test debut against india in 2016,m
664,train21504,who was the english king who introduced the use of juries,m
665,train21537,who was the 50s rocker who used strings on his recordings and overdubbed voices and guitars,m
666,train21549,who created abu simbel in his own image,m
667,train21597,who created the character of mowgli a boy raised by wolves,m
668,train21625,who played green goblin's son in spiderman,m
669,train21641,who was the founding father of the san gabriel mission,m
670,train21654,who played father guido sarducci on saturday night live,m
671,train21723,who was hagar's son in the bible,m
672,train21740,who is credited most with his work with electrons,m
673,train21792,who won the men's figure skating olympics 2018,m
674,train21823,who was the guy that painted on pbs,m
675,train21839,who sang my man is a sweet man,m
676,train21845,who was the main subject in bruce barton's the man nobody knows,m
677,train21899,who won the first ever celebrity big brother,m
678,train21905,who is known as father of educational psychology,m
679,train21922,where did post malone get his rap name,m
680,train21958,who does the voice of uncle ruckus on the boondocks,m
681,train21975,who plays elizabeth keen's grandfather on the blacklist,m
682,train21979,who wrote johnny cash's song a boy named sue,m
683,train22023,who plays the emperor in emperor's new groove,m
684,train22053,who wrote he aint heavy he's my brother,m
685,train22070,who is considered the father of music in the bible,m
686,train22079,who plays daryl's brother on walking dead,m
687,train22100,who did our founding fathers originally give authority to select senators,m
688,train22115,who was the song hey man nice shot about,m
689,train22203,who is the guy playing the guitar on wwe,m
690,train22222,who plays emma's son in life unexpected,m
691,train22272,who plays the voice of pizza steve on uncle grandpa,m
692,train22330,who wrote the song die a happy man,m
693,train22364,a missouri slave who sued for his freedom,m
694,train22446,who became the first anglo saxon christian king,m
695,train22491,who plays the twin brothers in harry potter,m
696,train22547,who is known as the father of homeopathy,m
697,train22564,who is left on big brother canada 2018,m
698,train22610,tv show about a marshall who makes his own justice,m
699,train22618,who said a man's got to know his limitations,m
700,train22628,who played king herod in the nativity story,m
701,train22653,who played lenny the pimp in sons of anarchy,m
702,train22662,who plays norma's brother on bates motel,m
703,train22723,who plays the bad guy in wild wild west,m
704,train22747,who sings gospel song won't he do it,m
705,train22790,who played the son on burns and allen,m
706,train22791,who is featured in father stretch my hands,m
707,train22828,who is the voice of the oogie boogie man,m
708,train22837,who is known as the man of peace,m
709,train22871,who sang i just cant wait to be king,m
710,train22883,who was the last czar of russia before the russian revolution,m
711,train22940,who voiced uncle ted on bobby's world,m
712,train22949,who said i will love him and call him george,m
713,train23022,who plays mike in how to lose a guy in 10 days,m
714,train23100,who is the laughing man in ghost in the shell,m
715,train23128,who is sean from the bachelor married to,m
716,train23195,who was considered the father of the blues,m
717,train23250,who was the last man hung in australia,m
718,train23276,who plays timmy dad in fairly odd parents,m
719,train23278,who does the voice of nala in lion king,m
720,train23311,who plays larry david's dad in curb your enthusiasm,m
721,train23348,who was the chairman of the state re - organising committee,m
722,train23361,who wrote the prince a guide on how to gain and maintain power,m
723,train23376,welsh actor who had theatre named after him,m
724,train23446,who plays sophia as a man on oitnb,m
725,train23451,who did france choose to be the emperor of mexico,m
726,train23464,who bore abraham first son in the bible,m
727,train23532,who does pk subban's brother play for,m
728,train23649,who played bruce willis's son in a good day to die hard,m
729,train23673,who becomes the governor in sons of fortune,m
730,train23709,who raised oliver twist until he was 9 years old,m
731,train23712,who was the first ahom king to have been called swargadeu,m
732,train23716,who plays erin reagan's husband on blue bloods,m
733,train23766,the king in love who does san love,m
734,train23773,who is the guy named chris on shark tank,m
735,train23777,who are the original 4 horsemen of apocalypse,m
736,train23786,puppet guy who won america's got talent,m
737,train23787,who sings come a little bit closer you're my kind of man,m
738,train23906,who played uncle fred in how to be a player,m
739,train23921,who is the man of the match in 2011 world cup final,m
740,train23956,who plays james nesbitt's son in cold feet,m
741,train23966,who played marian the librarian in the music man,m
742,train24065,who played george in the madness of king george,m
743,train24072,who were the first man to create apple computer,m
744,train24107,who played chico in chico and the man,m
745,train24116,who played the disfigured man in the goonies,m
746,train24222,who plays the guy in call me maybe,m
747,train24237,who is regarded as the father of modern computer,m
748,train24257,who was the author of yogadarshan which volume did he write,m
749,train24302,who does the voice of steve on american dad,m
750,train24320,who plays melinda's husband on ghost whisperer,m
751,train24405,who made the song that's just my baby daddy,m
752,train24432,who is the counting crows song mr. jones about,m
753,train24442,who is called the father of modern yoga,m
754,train24477,who died in real life from sons of anarchy,m
755,train24488,who plays mr whittaker in adventures in odyssey,m
756,train24516,who did jesse palmer end up with on the bachelor,m
757,train24519,who has won the 2017 men's singles australian open tennis tournament,m
758,train24544,who was the first king of the roman empire,m
759,train24570,who said that he was a prisoner in the vatican,m
760,train24578,who is considered the founding father of the black arts movement why,m
761,train24610,who does the voice for the dad in incredibles 2,m
762,train24630,how did opie get his name on the andy griffith show,m
763,train24632,guy who sings scotty doesn't know in eurotrip,m
764,train24653,who was the former un secretary general and later became the president of his country,m
765,train24689,who played bruce banner father in the hulk,m
766,train24704,he is the philosopher who formulated the so-called context principle,m
767,train24806,who is considered the father of abstract art,m
768,train24809,who is the fourth mughal emperor according to the ruling year,m
769,train24852,who won the men's french open title,m
770,train24901,who does finn hudson lose his virginity to,m
771,train24971,who are the brothers that play in the nfl,m
772,train25022,who does mr pilkington symbolize in animal farm,m
773,train25061,who is known as the father of civil services in india,m
774,train25069,who sang man of constant sorrow in the movie,m
775,train25109,who is the bad guy in the negotiator,m
776,train25112,who did dr faust sell his soul too,m
777,train25126,who does perseus save on his way home,m
778,train25143,who was the first king of the northern kingdom,m
779,train25167,who was the first national chairman of the proscribed social democratic party,m
780,train25189,who sings don't mess with my man,m
781,train25190,who played mr roper in enter the dragon,m
782,train25215,who played eddie in the courtship of eddies father,m
783,train25261,who plays dale on king of the hill,m
784,train25337,who was the man that escaped from alcatraz,m
785,train25355,when a person believes that his culture is superior to other culture it is called,m
786,train25371,who was the king of england in 1934,m
787,train25380,who was the king who built a strong persian army and expanded the persian empire,m
788,train25430,who is known as the father of indian nuclear programme,m
789,train25448,who did the bulls play in 92 finals,m
790,train25468,who played mr tastee on pete and pete,m
791,train25495,who is the chairman of 14 finance commission,m
792,train25510,who are the founding fathers of omega psi phi,m
793,train25511,who was themistocles and what did he do,m
794,train25539,in mahabharata who was father of chitrasena vrishsena,m
795,train25545,who is the chairman of the federal reserve,m
796,train25546,who are the founding fathers of nigeria independence,m
797,train25562,who wrote only daddy that'll walk the line,m
798,train25577,who played topsy in uncle tom's cabin 1927,m
799,train25651,who plays the ghost king in lord of the rings,m
800,train25655,who played harry in the amazing spider man 2,m
801,train25740,who was the man who said let's roll,m
802,train25786,who were the three european kings who participated in the third crusade,m
803,train25787,who does seth macfarlane voice in american dad,m
804,train25827,who is the guy at the end of matrix reloaded,m
805,train25855,the man who was president for a day,m
806,train25886,who plays donna's grandfather in doctor who,m
807,train26029,who sings in the end it's him and i,m
808,train26033,who plays prince phillip on once upon a time,m
809,train26038,who sings i saw you and him walking in the rain,m
810,train26055,who played guy gibson in the 1954 film the dambusters,m
811,train26089,who narrates john teller on sons of anarchy,m
812,train26192,who is the asian guy from the hangover,m
813,train26201,who is known as the father of our nation,m
814,train26289,who plays mr darcy in pride and prejudice,m
815,train26307,who fulfilled the warning beware of the man with one sandal,m
816,train26339,who plays luna lovegood's dad in harry potter,m
817,train26394,who is the man who tortures theon greyjoy,m
818,train26447,who played the crippled guy in shallow hal,m
819,train26452,who built a european empire and was crowned emperor of the romans in 800,m
820,train26489,who is the older brother mario or luigi,m
821,train26547,who plays elizabeth mccord's brother on madam secretary,m
822,train26659,who does john stockton's son play for,m
823,train26661,who played bill cosby's father in the cosby show,m
824,train26668,who played the tin man in the 1925 wizard of oz,m
825,train26759,who is the only professional boxer to end his career undefeated with a record of 49-0,m
826,train26784,who plays tom hanks son in sleepless in seattle,m
827,train26802,who played phoebe's boyfriend gary on friends,m
828,train26821,who is known as the king of rock,m
829,train26824,who wrote leviathan detailing his ideas about a state of nature,m
830,train26979,who is the father of amba ambika ambalika,m
831,train27039,who played beau in gone with the wind,m
832,train27112,who plays rachel's boyfriend joshua on friends,m
833,train27133,who voices the man in the yellow hat,m
834,train27191,who is the actor who plays father brown,m
835,train27211,who won the french open 2017 men's,m
836,train27239,who played the husband in sleeping with the enemy,m
837,train27245,who plays the little boy in shake it up,m
838,train27250,who is the guy at the end of crazy aerosmith,m
839,train27260,who pushed the boy in game of thrones,m
840,train27289,who is the main character in cinderella man,m
841,train27291,who is mr clarke in the looming tower,m
842,train27338,who played sam ryan's son in silent witness,m
843,train27371,who sang with reba on does he love you,m
844,train27403,who did graham norton play in father ted,m
845,train27408,who is known to be the father of modern public relations,m
846,train27474,who played polly in after the thin man,m
847,train27542,who played boromir brother in lord of the rings,m
848,train27568,who sings colt 45 and 2 zig zags,m
849,train27588,who plays the smoking man in x files,m
850,train27602,who wrote the lyrics to song for my father,m
851,train27721,who is the first to flee in the battle of maldon and why did he flee,m
852,train27726,who is the little boy in god of war,m
853,train27727,who does the voice for francine on american dad,m
854,train27811,who was the second man to step on the moon,m
855,train27865,who won the men's 2009 australian open,m
856,train27891,who plays jacks son on will and grace,m
857,train27932,who played mr collins in pride and prejudice,m
858,train28005,who played molly ringwalds father in pretty in pink,m
859,train28097,who played jungle boy on gilligan's island,m
860,train28099,who plays guitar on rihanna california king bed,m
861,train28125,who won the match between man u and real madrid,m
862,train28136,who sang walk like a man in the 80's,m
863,train28230,who was the ahom king during the battle of saraighat,m
864,train28256,who is the voice of the dad on loud house,m
865,train28307,who played josh's brother on young and hungry,m
866,train28348,who played mr blewitt in dad's army,m
867,train28369,who does rachael macfarlane play in family guy,m
868,train28378,who gets murdered in the man in 3b,m
869,train28461,who played mr swainey in one foot in the grave,m
870,train28490,who played king arthur in once upon a time,m
871,train28539,where did the name splash brothers come from,m
872,train28636,prince charming real name once upon a time,m
873,train28688,who is the fire guy in mortal kombat,m
874,train28698,when the doctor revealed he knew river was there all along on doctor who,m
875,train28703,who plays uncle iroh in the last airbender,m
876,train28732,who coaches texas tech men's basketball team,m
877,train28740,who is the little boy in kramer vs kramer,m
878,train28772,who came first plastic man or mr. fantastic,m
879,train28786,who killed captain britain while he was in an alternate universe,m
880,train28789,who plays the bowler hat guy in meet the robinsons,m
881,train28790,who plays malfoy's dad in harry potter,m
882,train28830,where did the bull shark get its name,m
883,train28837,who won men's us open tennis 2012,m
884,train28854,who was the actor that played uncle fester on addams family,m
885,train28922,who played john boy walton after the war,m
886,train28948,who plays father gabriel in the walking dead,m
887,train28976,who owns the rights to the league of extraordinary gentlemen,m
888,train28993,who discovered the remains of broken hill man,m
889,train29000,who is the guy who sings oppa gangnam style,m
890,train29011,who sings make it rain on sons of anarchy,m
891,train29042,who wrote the lord loves a drinkin man,m
892,train29087,who sings the song king of wishful thinking,m
893,train29119,who won the 2018 world's strongest man competition,m
894,train29195,who is peter quill's dad in the comics,m
895,train29209,who wrote the monk who sold his ferrari,m
896,train29295,who plays leroy jethro gibbs father on ncis,m
897,train29388,who was the mughal emperor who granted dastak to the british,m
898,train29407,mr lee who created characters with extraordinary powers,m
899,train29414,man who ran for president with boot on head,m
900,train29434,who wrote the song ask the blind man he saw it all,m
901,train29472,where did childish gambino get his rap name,m
902,train29537,who sang there's a guy works down the chip shop,m
903,train29601,who played the mandarin in iron man 3,m
904,train29666,who played kirk's son in wrath of khan,m
905,train29671,who played olives husband in on the buses,m
906,train29674,who plays bobby hill on king of the hill,m
907,train29710,the man who plays voldemort in harry potter,m
908,train29722,who won season 4 of big brother canada,m
909,train29744,who made the prophecy about oedipus at his berth,m
910,train29809,who plays the man with no name in rango,m
911,train29810,who is the guy in the sugarland stuck like glue,m
912,train29837,who plays erica on the last man on earth,m
913,train29841,who won the title of kings of dance,m
914,train29875,who shot rick's son in the walking dead,m
915,train29915,who played young vito corleone in godfather 2,m
916,train29954,who played casper the boy in the movie,m
917,train30057,who did the voice of mermaid man in spongebob,m
918,train30090,who played the little boy in the movie sling blade,m
919,train30113,who wrote the book 31 songs about his favourite music,m
920,train30115,who is known as the father of trigonometry,m
921,train30126,who sang shall we dance in the king and i,m
922,train30210,who is the father of ingrid beauchamps baby,m
923,train30224,who is the guy who does vogue 73 questions,m
924,train30230,who did matt prater play for when he kicked the longest field goal,m
925,train30240,who sings when you believe in the prince of egypt,m
926,train30255,who is the indian guy on dragons den,m
927,train30260,who is considered the father of the greek tragedy,m
928,train30310,who played mr. rumbold in are you being served,m
929,train30337,who played the belly dancer in bachelor party,m
930,train30416,who played mr chips in the original film,m
931,train30434,who plays king ezekiel on the walking dead,m
932,train30437,who played mr rutherford on leave it to beaver,m
933,train30440,who plays emily rhodes' father on designated survivor,m
934,train30469,who wrote the song oh how he loves us,m
935,train30479,who does the chairman of the joint chiefs report to,m
936,train30488,who was the emperor of japan in ww2,m
937,train30497,who plays olivia's brother on law and order svu,m
938,train30508,who is the bad guy in the movie gone,m
939,train30516,who is man of the series in ipl 2017,m
940,train30518,who is the son of god in the old testament,m
941,train30535,who plays the marshal in sons of anarchy,m
942,train30550,where did king of prussia get its name,m
943,train30743,who voices mr bean in the animated series,m
944,train30872,who are the two famous brothers who contributed in jharkhand national movement,m
945,train30896,who is called the father of ayurveda in ancient india,m
946,train30944,who sends the four horsemen of the apocalypse,m
947,train31017,who is the bad guy in expendables 3,m
948,train31020,who is the man on the cover of staring at the sea,m
949,train31031,who played prince oberyn in game of thrones,m
950,train31045,who wrote the song the greatest man i never knew,m
951,train31072,who was peter quill's dad in guardians of the galaxy,m
952,train31088,who does the voice of prince charming in shrek 2,m
953,train31110,who killed michael's brother on burn notice,m
954,train31131,who played benjamin button as an old man,m
955,train31172,who is known as the father of criminology,m
956,train31198,who did sean end up with on the bachelor,m
957,train31254,who captured rome in 476 ad and declared himself the king of italy,m
958,train31328,who was the last man to land on the moon,m
959,train31372,song at the end of who dat boy,m
960,train31378,who plays the boy clones in orphan black,m
961,train31388,who is the man talking to stick in daredevil,m
962,train31389,who sings the song at the end of return of the king,m
963,train31394,who elected the deputy chairman of rajya sabha,m
964,train31573,who plays prince doran in game of thrones,m
965,train31706,who played rhea perlman's husband on cheers,m
966,train31778,who sings the song and then he kissed me,m
967,train31820,who wrote the theme song to sanford and son,m
968,train31825,who was the monk who set himself on fire,m
969,train31841,who was the king of england that was being overthrown in the english revolution,m
970,train31851,who wrote i didn't raise my boy to be a soldier,m
971,train31924,who plays the dad in death note 2017,m
972,train32040,who played carmen's boyfriend on george lopez,m
973,train32047,who has won the chennai open atp men's singles,m
974,train32066,who is mr burns grovelling assistant in the simpsons,m
975,train32104,who plays the dad in failure to launch,m
976,train32142,who plays the dad in herbie fully loaded,m
977,train32192,who is the father of colleen ballengers baby,m
978,train32290,who plays hammer man in blood and bone,m
979,train32295,who played mr dewey on saved by the bell,m
980,train32331,who played ice tray on fresh prince of bel air,m
981,train32343,who was the wrestler that fell to his death,m
982,train32367,who plays 'bones father on tv show,m
983,train32426,who was crowned king after a period of commonwealth rule in england,m
984,train32436,who did jimmy perry play in dads army,m
985,train32467,who is considered the father of la lucha libre in mexico,m
986,train32489,how did king arthur flour get its name,m
987,train32511,name of the horse in steptoe and son,m
988,train32552,who is known as father of karnataka music,m
989,train32635,who wrote the history of the kings of britian,m
990,train32739,who won the nobel prize for his research in blood groups,m
991,train32750,who played the elephant man in the 1980 movie,m
992,train32795,who sang patches i'm depending on you son,m
993,train32803,who are the two candidates running to represent us in the 18th congressional district of pa,m
994,train32811,who played the grandfather in willy wonka and the chocolate factory,m
995,train32887,who played the little boy in empire of the sun,m
996,train32931,who plays shane's dad on the l word,m
997,train32989,who is the current chairman of nab pakistan,m
998,train32993,who got married the first season of bachelor in paradise,m
999,train32998,who did dr will from big brother marry,m
1000,train33003,who did robert horry won his championships with,m
1001,train33040,who is the father of indian classical music,m
1002,train33121,who plays riley blue's father in sense8,m
1003,train33132,who played scaramanga in the man with the golden gun,m
1004,train33257,who is the chairman of 7th pay commission,m
1005,train33267,who does the voice of steve smith on american dad,m
1006,train33289,who is the known as the father of aviation,m
1007,train33299,who played chrissy in man about the house,m
1008,train33348,who plays sonny's son on general hospital,m
1009,train33362,what is the name of the man with no name,m
1010,train33385,who owns the rights to the brothers grimm,m
1011,train33398,who wrote he wasn't man enough for me,m
1012,train33417,who played steve mcdonalds brother in coronation street,m
1013,train33421,who plays the old man in home alone,m
1014,train33424,who died off fresh prince of bel air,m
1015,train33465,who sings he can even bait a hook,m
1016,train33591,who is considered the father of american policing,m
1017,train33602,who plays leonards dad on big bang theory,m
1018,train33608,who reveals penelope's ruse to the suitors,m
1019,train33646,what is ari's last name on the bachelor,m
1020,train33689,who plays the doctor in sons of anarchy,m
1021,train33711,who played del boy in only fools and horses,m
1022,train33739,who sang mary's boy child in 1957,m
1023,train33740,what is the theme of the man who walked between the towers,m
1024,train33874,who is the original singer of giving him something he can feel,m
1025,train33882,who did red bull racing used to be,m
1026,train33905,who made brothers a tale of two sons,m
1027,train34002,who played the son in over the top,m
1028,train34031,who is the son in the holy trinity,m
1029,train34089,the third man who is the third man,m
1030,train34094,where is the guy who played keith on good times,m
1031,train34099,who plays tristan oswald in sons of anarchy,m
1032,train34152,who played guitar on summer breeze isley brothers,m
1033,train34177,who played polly zobelle in sons of anarchy,m
1034,train34178,who sings the lover boy song in dirty dancing,m
1035,train34180,who played the king of jerusalem in kingdom of heaven,m
1036,train34186,who played kunta kinte's father in roots,m
1037,train34242,who played aretha franklin husband in the blues brothers,m
1038,train34259,who is often regarded as the father of international law,m
1039,train34278,who is described as the father of surgery,m
1040,train34298,who played andy sipowicz son on nypd blue,m
1041,train34300,who allowed the exiles to return from babylon and what nation did he rule,m
1042,train34405,who is the mysterious man in into the woods,m
1043,train34428,who is the austrian monk whose work with pea plants helped him come up with a theory of heredity,m
1044,train34439,who refuted the theory of pangenesis with his classic experiment on mice tails,m
1045,train34442,who plays michael's nephew on the office,m
1046,train34532,who wrote old man look at my life,m
1047,train34591,who plays prince albert in victoria on masterpiece,m
1048,train34599,who plays dave's dad in the royal family,m
1049,train34656,who is the religious man named in soliloquy of the spanish cloister,m
1050,train34674,who does tig hate in sons of anarchy,m
1051,train34701,who plays sir richard carlisle in downton abbey,m
1052,train34737,who is the bad guy in the lego movie 2,m
1053,train34789,who sings brothers gonna work it out,m
1054,train34942,who is the father in fullmetal alchemist brotherhood,m
1055,train34945,who sang mary did you know in the movie son of god,m
1056,train34994,who sang the song the reverend mr black,m
1057,train35140,who sings i wouldn't be a man,m
1058,train35172,when does the man who was almost a man take place,m
1059,train35188,who plays jacob black's father in twilight,m
1060,train35282,who plays craigs dad on craig of the creek,m
1061,train35286,who is the guy that does the dr. pepper commercials,m
1062,train35298,who is the guy that got killed by a stingray,m
1063,train35352,who played for man u man city liverpool and everton,m
1064,train35366,how did jersey shore pa get it's name,m
1065,train35373,who put peter rabbit's father in a pie,m
1066,train35396,who plays chin ho kelly's brother in law,m
1067,train35472,who was the first emperor of the xia dynasty,m
1068,train35558,who sings i'm a man yes i am,m
1069,train35620,who played the grandpa in chitty chitty bang bang,m
1070,train35682,who was appointed by ghori as the viceroy of his indian conquests,m
1071,train35689,who is the male singer in total eclipse of the heart,m
1072,train35711,who sang the song i know him so well,m
1073,train35749,who plays noah in the boy next door,m
1074,train35804,who was the man who stood in front of a tank,m
1075,train35929,who sang little drummer boy with bing crosby,m
1076,train35940,who stopped the reforms of the qing emperor in 1898,m
1077,train35957,who was the sound effects guy on police academy,m
1078,train35964,actor who plays sherlock's father on elementary,m
1079,train36002,who is called the father of international law,m
1080,train36093,who plays zoe in i love you man,m
1081,train36155,who plays president wallace's son on the 100,m
1082,train36234,who began his career as lead singer with the gospel group the soul stirrers,m
1083,train36415,who is the guy that plays in transporter,m
1084,train36469,who played guitar on donovan hurdy gurdy man,m
1085,train36507,who has the prosthetic leg in sons of anarchy,m
1086,train36537,who was the japanese leader who called his reign the enlightened rule,m
1087,train36543,who started his career as diamond shorter in mumbai,m
1088,train36566,who played wind in his hair on dances with wolves,m
1089,train36749,who was the king of england 1000 years ago,m
1090,train36781,who is the bad guy in silent hill,m
1091,train36797,who played the boy in the outlaw josey wales,m
1092,train36821,who was the first muslim king of india,m
1093,train36834,who killed jordan kalfus in man on fire,m
1094,train36897,who plays the one armed man in twin peaks,m
1095,train36909,who is the actor in mr brightside video,m
1096,train36913,who plays cami harris on last man standing,m
1097,train36936,who wrote he was there all the time,m
1098,train37034,who created a statue of the idealized male thus creating the greek canon of proportions,m
1099,train37058,who voiced the pink alien in american dad,m
1100,train37067,who plays db russell's son on csi,m
1101,train37088,who was the first canadian in space what does he do now,m
1102,train37161,who was the roman emperor when christ was born,m
1103,train37206,who played rockford's dad in the rockford files,m
1104,train37220,who played the leader of the saxons in king arthur,m
1105,train37224,who is crowned king of scotland at the end of macbeth,m
1106,train37234,man who climbed mount everest with no legs,m
1107,train37238,who did prince write little red corvette about,m
1108,train37302,who plays piper's brother in orange is the new black,m
1109,train37313,who played george luz in band of brothers,m
1110,train37371,how did the bull moose party get its name,m
1111,train37377,who was the boy actor in the black stallion,m
1112,train37396,man who killed family and set house on fire,m
1113,train37403,who wrote the song man in the box,m
1114,train37542,who sang ol man river in showboat 1951,m
1115,train37611,who played mr kidd in diamonds are forever,m
1116,train37617,who played the mohawk guy in road warrior,m
1117,train37619,who played shawn hunter in boy meets world,m
1118,train37631,who was the king of england during pride and prejudice,m
1119,train37672,is blair a boy or girl's name,m
1120,train37699,who is the guy dancing on stage with nirvana at reading,m
1121,train37706,who played floyd talbert in band of brothers,m
1122,train37730,who is known as iron man of haryana,m
1123,train37750,who plays the little boy in the santa clause,m
1124,train37762,who played napoleon solo in man from uncle,m
1125,train37791,who is a pilot and what does he do,m
1126,train37859,who played the king of france in the tudors,m
1127,train37863,who sings i want a man with a slow hand,m
1128,train37890,who did captain ahab know opposed his pursuit of the great white whale,m
1129,train37909,who is billy's father on the young and the restless,m
1130,train37925,who sinned this man or his parents verse,m
1131,train37951,who refused his best actor oscar for patton,m
1132,train38025,who played cochise in taza son of cochise,m
1133,train38070,who plays kurt weller's father on blind spot,m
1134,train38079,who is the only man known to have witnessed the assassinations of 3 different presidents,m
1135,train38104,who sang lead vocals on blue collar man,m
1136,train38125,who won the 1979 ncaa men's basketball championship,m
1137,train38140,who played the jackass guy in happy gilmore,m
1138,train38162,who is the original singer of soul man,m
1139,train38181,who is known for his forensic contribution to anthropometry,m
1140,train38248,who does the voice of justine in why him,m
1141,train38252,who were the soldiers in band of brothers,m
1142,train38334,who was the king at the time of bajirao,m
1143,train38341,who does sir toby marry in twelfth night,m
1144,train38374,who sang for scar in the lion king,m
1145,train38452,who is alive at the end of king lear,m
1146,train38458,who played the father in papa don't preach,m
1147,train38473,who are the members of the brothers osborne,m
1148,train38485,who played the role of shahrukh khan son in kabhi khushi kabhi gham,m
1149,train38509,new zealand famous rugby brothers who played sevens,m
1150,train38556,who is generally considered to be the father of western philosophy,m
1151,train38557,who does the voice of king candy in wreck it ralph,m
1152,train38631,who played rodney dangerfield son in back to school,m
1153,train38730,who was the football player that cut off his finger,m
1154,train38753,who is plutarch and what did he do,m
1155,train38768,who was pied piper and where did he come from,m
1156,train38777,who is the author of the man booker prize winning book life of pi,m
1157,train38813,who does chris long's brother play for,m
1158,train38851,who plays christinith husband in the other guys,m
1159,train38864,where are the lads who stood with me,m
1160,train38866,who played mr christian in mutiny on the bounty,m
1161,train38868,who was the lead architect that designed the world trade center and when was he born,m
1162,train38926,who was the chairman of the opening and closing ceremonies at the 1960 winter olympics,m
1163,train38938,who sings i've got a lovely bunch of coconuts in lion king,m
1164,train38964,who sings i was born a ramblin man,m
1165,train39052,who plays sir smoke alot in half baked,m
1166,train39136,who said he can run but he can't hide,m
1167,train39168,who is the dirty boy on charlie brown,m
1168,train39179,who won the gold medal in men's hockey 2014,m
1169,train39194,what is the name of the host of the bachelor,m
1170,train39234,who sings skinny little boy from cleveland ohio,m
1171,train39336,who wrote his description of cork cells in micrographia,m
1172,train39338,who was jack sugden's brother in emmerdale,m
1173,train39342,who was known as the man of a thousand faces,m
1174,train39347,who is the guy in the oak furniture land advert,m
1175,train39369,who is an official liquidator what are his duties,m
1176,train39381,who won the nba first sixth man award,m
1177,train39407,who wrote the musical score for the godfather,m
1178,train39451,who sings she's in love with the boy,m
1179,train39570,who ran against obama in his first election,m
1180,train39588,who becomes the new chairman hunter x hunter,m
1181,train39627,who is the father of gabby's baby on days of our lives,m
1182,train39673,who drew the first image of uncle sam,m
1183,train39674,who played dale the whale on the tv show monk,m
1184,train39681,who was the king of judah when jerusalem fell,m
1185,train39758,who is the drinking out of cups guy,m
1186,train39845,who does randy end up with in monk,m
1187,train39862,who played mr spooner in are you being served,m
1188,train39872,who developed the haber process when what country was he from,m
1189,train39880,who is an architect and what does he do,m
1190,train39932,who was the buddha and what did he do,m
1191,train39985,who is known as the father of the bill of rights,m
1192,train40018,who played in the movie the man in the moon,m
1193,train40064,who was the original guy on blues clues,m
1194,train40087,the guy who played mad dog on good times,m
1195,train40125,who becomes king after the previous one dies in the hereditary ruler system,m
1196,train40160,who was jim thorpe and what did he do,m
1197,train40218,who plays benny on the tv show bull,m
1198,train40250,who is known as the last son of krypton,m
1199,train40259,who is the son of destruction in john 17,m
1200,train40271,who is the guy that plays matt on fuller house,m
1201,train40301,who wrote who do you think you are kidding mr hitler,m
1202,train40309,who said you got the juice now man,m
1203,train40321,who sings lets hear it for the boy,m
1204,train40373,who plays the king of france in the borgias,m
1205,train40395,who plays phil's dad on modern family,m
1206,train40404,who was the king in the three musketeers,m
1207,train40448,who plays mac's brother on agents of shield,m
1208,train40526,who played jacks father on without a trace,m
1209,train40556,who played the monkey king in forbidden kingdom,m
