,_id,text,orig_gender
744,train2480,who was the peace negotiator for the north vietnamese,n
745,train2482,where does the last name terry come from,n
746,train2491,who wrote all the songs in the sound of music,n
747,train2494,who played neil curtis on days of our lives,n
748,train2498,who won the college national championship football last year,n
749,train2503,who has the most wins in wwe history,n
750,train2506,who is called as savyasachi among pandavas of mahabharath,n
751,train2512,where did the last name esposito come from,n
752,train2514,who are the 2 guys that do the sonic commercials,n
753,train2519,who played the role of joker in batman dark knight,n
754,train2520,who sang when i fall in love with celine dion,n
755,train2522,who was where do you go to my lovely written about,n
756,train2526,who played the butcher on american horror story,n
757,train2527,who is the current prime minister of iraq,n
758,train2529,who plays carol in star trek into darkness,n
759,train2537,who played casey in teenage mutant ninja turtles,n
760,train2539,who occupied the british isles before the coming of the anglo-saxons,n
761,train2547,who is the actor that plays the tick,n
762,train2549,who does the voice of the dragon in dragonheart,n
763,train2550,who did the 76ers beat in the playoffs,n
764,train2553,who was the voice of clifford the big red dog,n
765,train2558,name of island shared by haiti and dominican republic,n
766,train2560,who sings the theme song for the drew carey show,n
767,train2564,who is chief of army staff of pakistan,n
768,train2568,who won season 3 of rupaul's drag race all stars,n
769,train2571,who wrote bang bang i shot you down,n
770,train2573,who designed and built the gherkin in 2003,n
771,train2577,who has been the only lok sabha speaker to have become the president of india,n
772,train2578,who elect the members of the rajya sabha,n
773,train2579,when did food lion change name from food town,n
774,train2581,who sang the song don't let the sun catch you crying,n
775,train2583,who wrote send a message to my heart,n
776,train2584,who has been on the show the longest on the young and the restless,n
777,train2588,who coined the term robotics and in what context was it first used,n
778,train2591,who lived in the western part of the land claimed by the colony of georgia,n
779,train2592,who sings the step by step theme song,n
780,train2593,who has albums called 19 21 & 25,n
781,train2597,who formed and started the national womens party,n
782,train2606,who sang you'll be back in hamilton,n
783,train2607,who wrote the song end of the line,n
784,train2609,who is required to get statutory audit done,n
785,train2611,who took over the rovers in corrie in 1995,n
786,train2614,who were the main countries involved in world war 2,n
787,train2620,who built the titanic and where did they build it,n
788,train2622,who plays rodrick from diary of a wimpy kid,n
789,train2629,who scored a victory in taiwans first democratic public elections in 1996,n
790,train2631,who is amy on good morning america married to,n
791,train2643,who wrote just a little talk with jesus,n
792,train2646,who enforces surface mining control and reclamation act,n
793,train2647,what was the real name of harry potter,n
794,train2654,who owns the rights to little shop of horrors,n
795,train2663,who played mae harmer in death in paradise,n
796,train2669,who played the ghost of anakin skywalker in episode 6,n
797,train2671,who dicovered the occurence of oil in assam,n
798,train2673,who played hillary curtis on the young and the restless,n
799,train2678,who worked to get photography recognized as a fine art,n
800,train2679,who plays luna in the harry potter movies,n
801,train2689,who was the actor who played darth vader,n
802,train2691,who plays dina bergeron on the young and the restless,n
803,train2697,where does the last name ibrahim come from,n
804,train2701,who did we buy the louisiana territory from,n
805,train2703,who played wild bill hickok in the movie hickok,n
806,train2704,who sings the intro to phineas and ferb,n
807,train2705,who controlled the larger part of post-war germany the soviet union or the three western powers,n
808,train2708,who played the artful dodger in oliver in 1967,n
809,train2709,where did the last name turner originate from,n
810,train2711,who is the lead singer of story of the year,n
811,train2712,who was the first person who made the violin,n
812,train2713,who plays joe in bend it like beckham,n
813,train2721,who guards the tomb of the unknown soldiers,n
814,train2725,who plays detective murdoch in the murdoch mysteries,n
815,train2729,who is the villain in the hunchback of notre dame,n
816,train2730,where does the last name guerrero originate from,n
817,train2736,who destroyed the temple in jerusalem in 70 ad,n
818,train2737,who is the vise president of united states,n
819,train2738,who played guitar on midnight at the oasis,n
820,train2743,who played pugsley in the addams family tv show,n
821,train2752,who actually sang the song that thing you do,n
822,train2754,where did the la chargers get their name,n
823,train2757,who was involved in the breakup of yugoslavia,n
824,train2758,who did melbourne beat in the 1964 grand final,n
825,train2760,who lived in washington state before european settlers,n
826,train2764,who founded the first early childhood education program,n
827,train2766,where did the last name williams come from,n
828,train2770,who were the original members of fleetwood mac,n
829,train2774,where did the last name moore originate from,n
830,train2782,who sings how long has it been going on,n
831,train2783,what is the sloths name on ice age,n
832,train2785,who has won the most test matches between australia and england,n
833,train2796,who played lois lane in the original superman,n
834,train2799,what is the name of the tunnel between england and france,n
835,train2807,who files the lawsuit in a criminal case,n
836,train2808,who was the swedish scientist who developed a naming system based on organisms observable traits,n
837,train2809,who sings before you turn off the lights,n
838,train2811,who was the greatest builder under the ottomans and the designer of 312 public buildings,n
839,train2813,who were the major figures in the reformation,n
840,train2817,who was the native american that spoke english with the pilgrims,n
841,train2820,who plays anthony in sex and the city,n
842,train2821,who is responsible for maintaining the standards for the business process modeling notation,n
843,train2822,who shot abe carver on days of our lives,n
844,train2831,who won the fight in the first rocky movie,n
845,train2833,who was in charge of the spanish inquisition,n
846,train2834,who played danno in the original hawaii five o,n
847,train2836,who got shot in the louisiana state capitol,n
848,train2839,who won the gold medal in badminton in 2018,n
849,train2845,who died in the band alice in chains,n
850,train2847,who plays maya on bold and the beautiful,n
851,train2848,who owns the rights to smokey the bear,n
852,train2850,who wrote the song can't help falling in love with you,n
853,train2851,who are the main characters in wonder the book,n
854,train2853,who plays dylan carter in home and away,n
855,train2858,what is the robots name in phineas and ferb,n
856,train2859,who is the highest paid baseball player in the league,n
857,train2861,who created the dwarves lord of the rings,n
858,train2865,who is the main character in life as we knew it,n
859,train2873,who recorded the song stuck in the middle with you,n
860,train2875,who wrote the song puff the magic dragon,n
861,train2880,who ascended the english throne as a joint monarch,n
862,train2883,who played melina in for your eyes only,n
863,train2889,who plays stephanie on the bold and beautiful,n
864,train2890,who discovered that the heart works like a pump,n
865,train2891,who ordered the new air force one planes,n
866,train2894,who sings take good care of my baby,n
867,train2895,who is running for mayor of new orleans,n
868,train2900,who was the explorer who opened up the fur trade route to the great lakes,n
869,train2903,who gets home ice advantage in the stanley cup playoffs,n
870,train2909,who plays brigham young on hell on wheels,n
871,train2913,who does martin freeman play in the mcu,n
872,train2927,who was president of the united states when hurricane katrina hit new orleans,n
873,train2928,who was the first to use the scientific method,n
874,train2929,who planned the major military offensive conducted in the red river war,n
875,train2930,who made the nano virus in stargate atlantis,n
876,train2931,who needs to know about the jet stream,n
877,train2938,where does the name veld pond come from,n
878,train2939,who is the model in the nivea advert,n
879,train2940,who was the drummer for black sabbath 2013,n
880,train2946,who sings that's what makes you beautiful,n
881,train2948,who does dan marry in one tree hill,n
882,train2949,where does the battle of the bulge get its name,n
883,train2950,who has the most wins at the masters,n
884,train2957,who owns pf chang's and pei wei,n
885,train2962,who won the first medal for india at the rio olympics,n
886,train2964,who enforces the canada labour code part ii and its regulations,n
887,train2965,who did the voice of marlin in finding nemo,n
888,train2966,who played in the 2017 nrl grand final,n
889,train2967,who won the virginia governor race in 2017,n
890,train2970,who gets married in secret life of the american teenager,n
891,train2972,who plays jules and verne in back to the future 3,n
892,train2974,who sings don't be tardy for the party,n
893,train2981,who played teenage clark kent in superman the movie,n
894,train2982,who played wade kinsella in hart of dixie,n
895,train2987,who did vcu lose to in final four,n
896,train2989,who did the brewers get for will smith,n
897,train2996,who sings i'll never be the same,n
898,train2997,who sang first cut is the deepest first,n
899,train2999,who was the murderer in i know what you did last summer,n
900,train3001,who got grace pregnant on will and grace,n
901,train3004,who is old major supposed to be in animal farm,n
902,train3009,who plays diana in the movie lights out,n
903,train3019,who sings bell bottom jeans boots with the fur,n
904,train3033,how did the west indies get its name,n
905,train3037,who plays harry in sex and the city,n
906,train3040,who does holly end up with in ps i love you,n
907,train3042,where does the name kaiser permanente come from,n
908,train3043,where does the name poop deck come from,n
909,train3045,who introduced cannons and guns in india warfare,n
910,train3047,who played lando in the empire strikes back,n
911,train3048,who dies in game of thrones in the books,n
912,train3053,who is the owner of rcb cricket team,n
913,train3055,who played cinderella on once upon a time,n
914,train3056,what was the name of scooby doo's van,n
915,train3070,who did the us support in the bosnian war,n
916,train3073,where did the name popeyes chicken come from,n
917,train3075,who does yankumi end up with in gokusen,n
918,train3077,who starred in the movie riders of the purple sage,n
919,train3078,what is the chemical name of ch3 c o o n a,n
920,train3083,who sings will you still love me the same,n
921,train3085,who played sunny in law and order svu,n
922,train3088,who said im a lover not a fighter,n
923,train3096,who sang you to me are everything original,n
924,train3097,who won the nba's most valuable player,n
925,train3098,who made nuclear bomb first india or pakistan,n
926,train3103,who wrote dont it make my brown eyes blue,n
927,train3105,who did falcons lose to in super bowl,n
928,train3117,who wrote to make you feel my love garth brooks,n
929,train3118,who sang the disney song when you wish upon a star,n
930,train3119,who did bernardo kill in west side story,n
931,train3120,who administers the oath of office for the president,n
932,train3122,who wrote remember me i'm the one who loves you,n
933,train3123,who landed a plane on the hudson river,n
934,train3125,who won the fights between ali and frazier,n
935,train3126,who was born on the 19th of december,n
936,train3128,who is the actor that plays richard castle,n
937,train3136,who came out with the song hurt first,n
938,train3139,who proposed a counter proposal to the wilmot proviso,n
939,train3141,who is the present minister of drinking water and sanitation,n
940,train3143,who is the founder of foursquare gospel church,n
941,train3149,who build grand trunk road from sonargaon to indus,n
942,train3153,who sings the theme for ncis new orleans,n
943,train3160,are there any humans for whom zeus is a patron,n
944,train3165,who played harriet in the heat of the night,n
945,train3168,who blew up the federal building in oklahoma city,n
946,train3169,who invented the frisbee how did it get its name,n
947,train3171,who won the charlotte north carolina mayoral race,n
948,train3176,whats the name of the zoey 101 theme song,n
949,train3178,where did they get the name dunder mifflin,n
950,train3179,name the site of gaseous exchange in the lungs,n
951,train3186,who sings everybody wants to go to heaven,n
952,train3188,who is betagold in the gospel according to larry,n
953,train3190,who crossed the alps with a herd of war elephants,n
954,train3196,when was jehovah name taken out of the bible,n
955,train3198,who sings the song havana ooh na na,n
956,train3200,who sang you just don't love me no more,n
957,train3202,who sang i only think of you on two occasions,n
958,train3205,who invented the first curling iron in 1872,n
959,train3208,who wrote hard habit to break by chicago,n
960,train3213,who is the host of game show the chase,n
961,train3214,who was left out of the peace conference,n
962,train3217,who were the berbers and where did they come from,n
963,train3220,who founded the first british colony in the new world at roanoke island,n
964,train3221,who wrote the song pass me not o gentle savior,n
965,train3223,who sings im gonna make you mine,n
966,train3224,who has won the ballon d'or most times,n
967,train3228,who plays the gargoyles in hunchback of notre dame,n
968,train3230,who played marta in the sound of music,n
969,train3236,who played guitar on the original james bond theme,n
970,train3241,who is considered to be the first modern art historian,n
971,train3245,who played joseph first phillip schofield or jason donovan,n
972,train3246,who sang the original theme song for gilligan's island,n
973,train3248,what is the american indian name for mount rushmore,n
974,train3250,who created the idea of rule of law,n
975,train3257,who discovered the sea route to india from europe,n
976,train3259,who was the first person to find gold in colorado,n
977,train3264,who was the white army made up of,n
978,train3268,who was involved in the yirrkala bark petition,n
979,train3270,who could declare war in the articles of confederation,n
980,train3271,who was given authority under the constitution to choose the president in 1824,n
981,train3272,who wrote the song summer in the city,n
982,train3273,who hit the longest homerun in major league baseball history,n
983,train3274,who is in jason aldean's you make it easy video,n
984,train3275,who won the battle of ramsour's mill,n
985,train3281,who is the saint that carried jesus across the river,n
986,train3285,who won great british bake off series 4,n
987,train3288,who plays kristen and susan on days of our lives,n
988,train3289,who owns golden nugget casino in atlantic city,n
989,train3294,where did the name camden yards come from,n
990,train3295,spanish golden age playwright who is said to have written 1 500 plays,n
991,train3297,who was roland in the song of roland,n
992,train3298,who is the actor that played gilligan on gilligan's island,n
993,train3301,who has written a snake in the grass,n
994,train3303,who plays in kevin probably saves the world,n
995,train3308,who has the biggest police force in the us,n
996,train3309,who was the governor general when india became independent,n
997,train3310,who has the highest net worth in the us,n
998,train3315,what is the average heart rate of a healthy person,n
999,train3318,who is the director of lord of the rings,n
1000,train3319,who won silver medal in olympics 2016 from india,n
1001,train3321,who argued that there was a wall of seperation between church and state,n
1002,train3324,who wrote the song i did it my way,n
1003,train3327,who invented the gas mask in world war 1,n
1004,train3328,who did texas vote for in the 2016 election,n
1005,train3330,who sang next time i fall in love,n
1006,train3331,who sang whole lot of shaking going on,n
1007,train3332,who plays lily ashby on young and the restless,n
1008,train3333,the hound's real name game of thrones,n
1009,train3334,who covers second base on a pick off,n
1010,train3336,who does billy russo become in the punisher comics,n
1011,train3338,who does dell end up with in private practice,n
1012,train3341,who has won the 2018 formula 1 chinese grand prix tournament,n
1013,train3344,who is the first person who climb in the mount everest,n
1014,train3348,who wrote take the ribbon from my hair,n
1015,train3349,who does the voice of delvin mallory in skyrim,n
1016,train3350,who wrote love me or leave me alone,n
1017,train3351,when did the california angels change their name,n
1018,train3353,who wrote but for the grace of god,n
1019,train3355,who held the house and senate in 2002,n
1020,train3360,what is the name of the band in freaky friday,n
1021,train3361,who controls and monitors the drugs in india,n
1022,train3362,who played james bond in you only live twice,n
1023,train3363,who sings the theme song for kath and kim,n
1024,train3364,who sang the song chuck e's in love,n
1025,train3370,who raps in groove is in the heart,n
1026,train3372,who plays the mayor on longmire season 5,n
1027,train3373,who wrote the song i've been everywhere,n
1028,train3376,who sings the song the sound of silence,n
1029,train3378,where does the last name hoppe come from,n
1030,train3379,where does the last name robinson come from,n
1031,train3380,what is the meaning behind the name emily,n
1032,train3381,who played golda in fiddler on the roof,n
1033,train3384,who voiced the villain in despicable me 3,n
1034,train3387,who does the voice of alex in madagascar,n
1035,train3393,what is the name of the time zone for london,n
1036,train3395,who plays the russian in agents of shield,n
1037,train3404,who established the first colonial settlement along the ouachita river and what was it called,n
1038,train3405,who did kanu won the champions league with,n
1039,train3411,who killed the cop killer in the mentalist,n
1040,train3418,who has founded indian national congress in year 1885,n
1041,train3424,who plays the traveler in just add magic,n
1042,train3427,what is the meaning of the name pankaj,n
1043,train3428,who was the first president of united state of america,n
1044,train3429,who signed the 1900 buganda agreement on behalf of buganda,n
1045,train3432,who is the creator of howl moving castle,n
1046,train3434,who played big momma in cat on a hot tin roof,n
1047,train3444,who told umbridge about dumbledore's army in the book,n
1048,train3446,who has the most discretion in the criminal justice system,n
1049,train3451,who was associated with visual representation of nationalism,n
1050,train3454,who was elected president of chile in january 2006,n
1051,train3456,who does the world war 2 memorial honor,n
1052,train3457,who sings new york city with the chainsmokers,n
1053,train3459,real name of gwen stacy in amazing spiderman,n
1054,train3469,who plays kimmy in the unbreakable kimmy schmidt,n
1055,train3470,who wrote the song south of the border,n
1056,train3474,what is the name of the chicago airport,n
1057,train3476,who is the only non elected executive official in the texas state government,n
1058,train3487,where does the name mandarin orange come from,n
1059,train3491,during the civil war who won the battle of gettysburg,n
1060,train3492,who sings the song now we are free,n
1061,train3497,who plays kitty softpaws in puss in boots,n
1062,train3499,who do you meet at the pearly gates,n
1063,train3501,who is in foo fighters run music video,n
1064,train3502,who played the first black president in a movie,n
1065,train3504,who is the protagonist in harry potter and the cursed child,n
1066,train3505,who plays brick on tv show the middle,n
1067,train3508,who has power to declare war in the united states,n
1068,train3510,where did black friday get its name from,n
1069,train3518,who are the hosts of sunday nfl countdown,n
1070,train3524,who does the voices in a way out,n
1071,train3525,who sings the last song on hotel transylvania,n
1072,train3529,who plays nate in i am not ashamed,n
1073,train3533,who won the battle between poras and sikander,n
1074,train3538,who won the pikes peak hill climb this year,n
1075,train3541,who is the president of india when nuclear tested,n
1076,train3545,who was the head of the unified kingdom of israel about three thousand years ago,n
1077,train3546,who led the war for the union in the west brainly,n
1078,train3549,who holds the record for most rebounds in college basketball,n
1079,train3555,where does the name linkin park come from,n
1080,train3560,who organized the native resistance to the british,n
1081,train3567,what is the original name of south africa,n
1082,train3568,who oversees the iab (internet architecture board),n
1083,train3576,what does the name marissa mean in french,n
1084,train3579,who has given the concept of positive liberty,n
1085,train3580,who sang i want to talk about me,n
1086,train3587,why does luke have the last name skywalker,n
1087,train3588,who played jane williams in a bronx tale,n
1088,train3591,who wrote the song flight of the bumblebee,n
1089,train3600,what is the name of the brazilian national anthem,n
1090,train3604,who plays nikki in one day at a time,n
1091,train3608,who had the right to vote after 1884,n
1092,train3618,who sang with elton john don't go breaking my heart,n
1093,train3619,who said nothing short of state is the actualization of freedom,n
1094,train3620,who has the highest reported iq in history,n
1095,train3623,who is the passport issuing authority in india,n
1096,train3625,who sings the song beth i hear you calling,n
1097,train3632,who signed into law the expansion of the medicare prescription benefit,n
1098,train3636,what's the name of the bird on snoopy,n
1099,train3637,what does the name nikita mean in russian,n
1100,train3639,who is langley air force base named for,n
1101,train3640,who passed the civil rights act of 1964,n
1102,train3643,who said the whole is greater than the sum,n
1103,train3645,who plays nichols in orange is the new black,n
1104,train3646,what was the name of the projects in good times,n
1105,train3647,who played in the movie new jack city,n
1106,train3650,what does the name collin mean in irish,n
1107,train3652,who sang ain't no rest for the wicked,n
1108,train3653,who is the voice of snowball in stuart little,n
1109,train3659,who invented the first computer and in what year,n
1110,train3664,who sang maria's part in west side story,n
1111,train3668,who played the role of indian jones in the movie series,n
1112,train3669,who does calvin kill in paid in full,n
1113,train3670,musicians who were permanently employed at royal courts were called,n
1114,train3673,who owns the letters of the hollywood sign,n
1115,train3674,who were the original settlers of new york,n
1116,train3679,who set up the deseret community in utah,n
1117,train3681,who sings god of wonders with third day,n
1118,train3685,who added for thine is the kingdom to the lord's prayer,n
1119,train3690,who is hosting who wants to be a millionaire,n
1120,train3691,who wrote i shot the sheriff bob dylan,n
1121,train3702,who wrote the song picture sung by kid rock,n
1122,train3705,who does the voice of the hormone monster on big mouth,n
1123,train3711,who plays j j on days of our lives,n
1124,train3718,who declared uganda a british protectorate in 1894,n
1125,train3719,who has been awarded the most honorary degrees,n
1126,train3726,who plays sarah in cheaper by the dozen,n
1127,train3736,who is the geologist on big bang theory,n
1128,train3741,who is the actor that plays howard on big bang theory,n
1129,train3742,who introduced the concept of reinforcement into behaviorism,n
1130,train3743,who is the narrator in tell tale heart,n
1131,train3744,who takes part in president election in india,n
1132,train3746,who played the guitar solo on my sharona,n
1133,train3748,when was whose line is it anyway cancelled,n
1134,train3750,who does christian belong to on young and the restless,n
1135,train3752,what is the name of the governor of new jersey,n
1136,train3753,who plays ayla in clan of the cave bear,n
1137,train3759,who came second in the xfactor in 2009,n
1138,train3761,who played the piano on life on mars,n
1139,train3762,who drives the home depot car in nascar,n
1140,train3764,who was the announcer on price is right,n
1141,train3773,who sang to know you is to love you,n
1142,train3774,who built the first automobile in the world,n
1143,train3776,who plays charlotte york in sex and the city,n
1144,train3777,who wins i love new york season 2,n
1145,train3779,who sings with pink just give me a reason,n
1146,train3782,when was the first refrigerator invented and by whom,n
1147,train3786,who plays michael myers in new halloween movie,n
1148,train3787,who did peter kay sing with on the late late show,n
1149,train3790,who played keisha on why did i get married,n
1150,train3792,who plays sydney driscoll in pretty little liars,n
1151,train3794,who sang the song when i think about you i touch myself,n
1152,train3797,who did ashley marry in gone with the wind,n
1153,train3798,who does the voice of lucky in spirit,n
1154,train3799,who is the hawaiian who sings somewhere over the rainbow,n
1155,train3800,who originally sang don't think twice it's alright,n
1156,train3801,who wrote pack up your troubles in your old kit bag,n
1157,train3803,who does jim end up with in the office,n
1158,train3804,who sang the sweet victory song on spongebob,n
1159,train3808,who hold the record for fastest century in one day cricket,n
1160,train3810,who founded google where was it founded what year was it founded,n
1161,train3813,who plays kevin on the young and restless,n
1162,train3817,where does the last name echeverria come from,n
1163,train3818,what is the current name of the country of siam,n
1164,train3823,who has the least interceptions in nfl history,n
1165,train3825,who did abraham marry after the death of sarah,n
1166,train3826,who sang it's hard out here for a pimp,n
1167,train3827,who wrote the song i drive your truck,n
1168,train3832,who discovered the golgi body in a cell,n
1169,train3833,who does howard's mother's voice on the big bang,n
1170,train3834,who is the book of wisdom attributed to,n
1171,train3837,who became ceo of it company vipro in 2016,n
1172,train3840,who is the author of the spiderwick chronicles,n
1173,train3841,who has the most fan following on instagram,n
1174,train3848,who all dies in season 3 of soa,n
1175,train3853,who kicked the longest field goal at heinz field,n
1176,train3860,who plays jemma simmons on agents of shield,n
1177,train3869,who can certify documents in the united states,n
1178,train3870,who win three time nobel prize for peace,n
1179,train3871,who is awarded the orange cap in ipl twenty20 tournament,n
1180,train3872,who won the 1971 war between india and pakistan,n
1181,train3876,who is winner in bigg boss season 5 kannada,n
1182,train3877,who plays noah flynn in the kissin booth,n
1183,train3879,who wrote the book of ezra in the holy bible,n
1184,train3882,the person to whom the infectious agent is passed is,n
1185,train3883,who played the main character in fiddler on the roof,n
1186,train3884,who was the last person to be hanged in england,n
1187,train3886,name two laws that were passed as part of the great society,n
1188,train3888,who played trillian in hitchhiker's guide to the galaxy,n
1189,train3889,who are the actors in the new movie tag,n
1190,train3898,who sings i want to kiss you in the morning,n
1191,train3904,who were all the members of the partridge family,n
1192,train3915,who said if you don't eat your meat,n
1193,train3917,who is expected to use the hydraulic jack,n
1194,train3925,who owns most of the a&w restaurants across canada,n
1195,train3926,who played the actor thor in thor ragnarok,n
1196,train3927,who has been the coaches on the voice,n
1197,train3931,who was an important figure in developing the strength of labor unions in the united states,n
1198,train3940,who played general marshall in saving private ryan,n
1199,train3943,who voices jimmy junior on bob's burgers,n
1200,train3950,who was james bond in original casino royale,n
1201,train3955,who sang the song come go with me,n
1202,train3956,who is a in pretty little liars mona,n
1203,train3957,who was on the plane the day the music died,n
1204,train3958,who takes over if canadian prime minister dies,n
1205,train3960,who wrote the dark end of the street,n
1206,train3961,where does the name lyme disease come from,n
1207,train3966,who sings love grows where my rosemary grows,n
1208,train3967,who won control of the virginia house of delegates,n
1209,train3968,who developed the recovery model in mental health,n
1210,train3980,who sings the theme song to strike back,n
1211,train3985,who holds the longest note in a song,n
1212,train3989,who scored for southampton in the fa cup final,n
1213,train3992,who does the voice of marlin from finding nemo,n
1214,train3999,who plays governor conway in house of cards,n
1215,train4006,who played the pianist sam of play it again sam theme in the movie casablanca,n
1216,train4007,who developed a method to mass-produce steel in america,n
1217,train4011,who wrote the covenant of the league of nations,n
1218,train4014,who has won the most ncaa tournament championships,n
1219,train4016,who played clarabell the clown on howdy doody,n
1220,train4017,who is the pig voice in toy story,n
1221,train4018,who are entitled to maintenance under the hindu adoption and maintenance act 1956,n
1222,train4021,what's the name of the cat in kiki's delivery service,n
1223,train4022,who is the actor who plays bucky barnes,n
1224,train4024,who started the drip technique in art during abstract expressionism in the modern period,n
1225,train4027,who do the romans cite as their ancestors,n
1226,train4035,who sings oh what a beautiful morning in oklahoma,n
1227,train4036,who wrote the song happy by pharrell williams,n
1228,train4037,who plays emily in the devil wears prada,n
1229,train4048,who has won the most grammy awards in history,n
1230,train4050,what is the name of safeda tree in english,n
1231,train4051,who is the issuing authority for nigerian passport,n
1232,train4055,who sings the theme song on one tree hill season 8,n
1233,train4056,who sang the song take these broken wings,n
1234,train4060,who is the new judge on american got talent,n
1235,train4061,who provides the funds for a loan guaranteed by the veterans' administration,n
1236,train4065,who played steve mcgarrett in the original hawaii five o,n
1237,train4068,who sang it just the way it is,n
1238,train4069,who is next in line for the throne of the united kingdom,n
1239,train4072,who collected the data used to describe the current model for the molecular structure of dna,n
1240,train4079,who fought in the sri lankan civil war,n
1241,train4081,who said we have found the enemy and it is us,n
1242,train4083,who does ronaldo play for in 2018 world cup,n
1243,train4084,who got second on americas got talent 2017,n
1244,train4085,who won the ncaa basketball championship in 1990,n
1245,train4089,who wrote the score for avengers infinity war,n
1246,train4091,who played paul drake on perry mason show,n
1247,train4093,who played in the land of the lost,n
1248,train4102,who holds the longest field goal record in the nfl,n
1249,train4103,who sings this is me from the greatest showman,n
1250,train4104,who plays ichabod crane in sleepy hollow on fox,n
1251,train4105,who pays the cost of deposit insurance with digcc,n
1252,train4107,where did the name chips ahoy come from,n
1253,train4108,who played will hunting in good will hunting,n
1254,train4111,who is the actor that plays robbie rotten,n
1255,train4116,what is the meaning of the buffalo bills name,n
1256,train4117,who is the youngest world champion in wwe history,n
1257,train4119,who wrote if ever i would leave you,n
1258,train4120,who is present secretary general of the uno,n
1259,train4121,who does the voice for finn in adventure time,n
1260,train4126,name one of winnie the pooh's friends,n
1261,train4128,what is the name of the dog on the simpsons,n
1262,train4130,who wrote tis a gift to be simple,n
1263,train4134,who has recorded how am i supposed to live without you,n
1264,train4142,who sings if it ain't one thing it's another,n
1265,train4154,who wrote the prayer lord make me an instrument of your peace,n
1266,train4158,who played stefano dimera in days of our lives,n
1267,train4160,who was just the two of us written for,n
1268,train4163,who wrote spring can really hang you up the most,n
1269,train4165,who is the lead singer of pure prairie league,n
1270,train4167,who does the voice of shan yu in mulan,n
1271,train4171,who played professor sybil trelawney in harry potter,n
1272,train4173,who wrote the song down in the valley,n
1273,train4174,tarzan the wonder car movie car real name,n
1274,train4175,who represented the constitutional union party in the election of 1860,n
1275,train4178,a person is in negative nitrogen balance during ____.​,n
1276,train4181,who coined the phrase survival of the fittest,n
1277,train4185,who was the original host of the apollo,n
1278,train4189,who discovered the titanic wreck site and when,n
1279,train4190,who were the leader of salt satyagraha movement at ankola,n
1280,train4194,who has the passing record in the nfl,n
1281,train4200,who declared sunday as holiday for the first time in the world,n
1282,train4203,what is the name of the band in the mos eisley cantina,n
1283,train4206,who is the largest security company in the united states,n
1284,train4208,who is credited with the discovery of the milky way,n
1285,train4214,who played in how to train your dragon,n
1286,train4219,who wrote the song what's so funny bout peace love and understanding,n
1287,train4221,who plays the voice of fix it felix,n
1288,train4222,who has played in the most super bowls,n
1289,train4223,who gave recognition to political parties in india,n
1290,train4234,who is credited with collecting and codifying the chants of the medieval church,n
1291,train4239,who is washington addressing in the atlanta exposition,n
1292,train4240,who sings gonna be a heartache tonight,n
1293,train4241,which is the first company who defined risc architecture,n
1294,train4242,who made the game in pretty little liars,n
1295,train4243,who sang i just called to say i love you,n
1296,train4248,who is the actor that plays trevor on shameless,n
1297,train4251,who played young eponine in les miserables movie,n
1298,train4252,who played the shooter in boyz in the hood,n
1299,train4264,who plays diaz in orange is the new black,n
1300,train4267,who was buried in the mausoleum of halicarnassus,n
1301,train4270,who plays belle's voice in beauty and the beast,n
1302,train4276,who plays the black fairy in once upon a time,n
1303,train4277,who sings it don't matter to me,n
1304,train4279,who does rick grimes talk to on the phone,n
1305,train4284,who has the record for most jeopardy wins,n
1306,train4290,who is the authorized signature on a cashiers check,n
1307,train4296,who played tonto in the lone ranger tv series,n
1308,train4297,who has won the mens singles french open tennis tournament 2018,n
1309,train4298,who sings all i can think about is getting you home,n
1310,train4300,who is the actor that plays nick fury,n
1311,train4303,who owns the national sports center in blaine,n
1312,train4304,who were the original members of signature sound,n
1313,train4305,you never even call me by my name meaning,n
1314,train4307,where did the name new york mets come from,n
1315,train4308,where does the rodriguez last name come from,n
1316,train4314,who is notre dame de paris dedicated to,n
1317,train4320,who owns the car jfk was shot in,n
1318,train4331,who sang paved paradise put up a parking lot,n
1319,train4337,who played graham in once upon a time,n
1320,train4340,who plays alice in alice in wonderland 2016,n
1321,train4342,how did the elephant & castle get its name,n
1322,train4349,who plays aragorn in the lord of the rings movies,n
1323,train4356,who sings i think i'll just stay here and drink,n
1324,train4357,who represents colorado in the house of representatives,n
1325,train4358,who wrote have i told you that i love you,n
1326,train4363,who was the original singer of i swear,n
1327,train4365,who sings don't hand me no lines and keep your hands to yourself,n
1328,train4366,who is the announcer on saturday night live,n
1329,train4370,who designed the holocaust museum in washington dc,n
1330,train4371,who played little meggie in the thorn birds,n
1331,train4372,who played lucy in did you hear about the morgans,n
1332,train4377,who sings the theme song for laverne & shirley,n
1333,train4380,who plays joe caputo on orange is the new black,n
1334,train4382,who played the old couple in the notebook,n
1335,train4389,who gets the toys from toys for tots,n
1336,train4390,how did great smoky mountains get its name,n
1337,train4393,whats the demons name from truth or dare,n
1338,train4395,who lips are at the beginning of rocky horror,n
1339,train4399,what is emily last name in a rose for emily,n
1340,train4401,american writer whose novels include the age of innocence,n
1341,train4402,who painted the trees in the oma valley of biscay spain,n
1342,train4404,who played larry darryl and darryl on newhart,n
1343,train4405,who is kanye west talking about in homecoming,n
1344,train4411,what is the official name of switzerland answers,n
