,_id,text,orig_gender
774,train12249,who sleeps with stifler's mom in american pie,g
775,train12260,who plays the wicked witch in once upon a time,g
776,train12261,who was jason's mom on growing pains,g
777,train12300,who plays will's cop boyfriend on will and grace,g
778,train12337,the second person of the trinity who became man,g
779,train12350,who wrote daddy won't you take me back to muhlenberg county,g
780,train12366,who sings we are one lion king 2,g
781,train12386,who is the father of seetha in ramayanam,g
782,train12400,who is the girl that plays jane the virgin,g
783,train12434,who is the best selling boy band of all time,g
784,train12439,who got the oscar for best actress 2018,g
785,train12447,who does the voice of ferdinand the bull,g
786,train12453,who sang i'm gonna wash that man right out of my hair,g
787,train12456,who is known as the father of physical education in india,g
788,train12468,who plays mr. brown on meet the browns,g
789,train12479,who is the voice of the ice king,g
790,train12481,who is the singing chipmunk known for his christmas songs,g
791,train12527,who is the father of indian film industry,g
792,train12534,who sang the song you make me feel like a natural woman,g
793,train12567,who won the fifa world cup 2015 men's,g
794,train12598,who was the original lead singer of iron maiden,g
795,train12600,who was the first female president of indian national congress,g
796,train12606,what is the name of the dragon girl in game of thrones,g
797,train12607,who will kill clay in sons of anarchy,g
798,train12627,who plays julia roberts sister in something to talk about,g
799,train12630,who plays oliver queen's mom in arrow,g
800,train12632,what is the name of the village in goodnight mr tom,g
801,train12634,who is mary mother of james and joseph,g
802,train12648,who won the first hoh on big brother 17,g
803,train12654,ok google who is the new miss universe,g
804,train12655,who played maid marian in robin hood tv series,g
805,train12663,who does the voice of mr herbert on family guy,g
806,train12664,who plays the red queen on game of thrones,g
807,train12680,who is anakin's dad in star wars,g
808,train12681,who plays the king of the hill theme song,g
809,train12711,who plays the prince in once upon a time,g
810,train12727,who plays loki in son of the mask,g
811,train12752,what is the name bastian gives the empress,g
812,train12771,who is the girl captain america saves in avengers,g
813,train12772,who wins the men's royal rumble 2018,g
814,train12779,who was the last woman hung in england,g
815,train12795,christmas movie about a little girl who lives in a hotel,g
816,train12819,who sings this lullaby queens of the stone age,g
817,train12833,who wins veto on big brother week 7,g
818,train12834,who was known as the father of psychology,g
819,train12838,who played lady crane in game of thrones,g
820,train12852,who played robb stark's wife in game of thrones,g
821,train12867,who made the song i kissed a girl,g
822,train12874,who is the old man in waiting on a woman,g
823,train12899,who played the girl in karate kid 3,g
824,train12932,who is the owner of kings xi punjab in 2018,g
825,train12942,inbetweeners star who plays del boy in rock and chips,g
826,train12965,who is the first woman governor in india,g
827,train12982,who formed the women's section of the air transport auxiliary in britain,g
828,train12992,who is scarlett o'hara's second husband in gone with the wind,g
829,train12995,who plays mr frodo in lord of the rings,g
830,train12996,who is the girl in the vermilion video,g
831,train13021,who plays hillary on fresh prince of bel air,g
832,train13035,who plays bernadettes dad on big bang theory,g
833,train13043,who is the father of indian library movement,g
834,train13055,who was the first villain spider man fought,g
835,train13109,what is the name of princess aurora kingdom,g
836,train13119,iss pyaar ko kya naam du 2 actress name,g
837,train13161,who is considered as the first film actress of sinhala cinema,g
838,train13180,who is the girl who plays young maleficent,g
839,train13200,who was the god of war in wonder woman,g
840,train13207,who killed billy hope's wife in southpaw,g
841,train13225,who does the voice of kovu in lion king 2,g
842,train13227,who plays marcus alvarez on sons of anarchy,g
843,train13256,who is the actress who plays belle in once upon a time,g
844,train13273,who stopped the muslim advance into europe in ad 732 with his victory near poitiers,g
845,train13275,who played pumbaa in the lion king movie,g
846,train13278,who is known as iron woman of india,g
847,train13281,who is the girl in the way you make me feel video,g
848,train13303,who plays harry potter's mom in the films,g
849,train13313,who is the girl in joe video i wanna know,g
850,train13316,who was the man who tightroped across the twin towers,g
851,train13323,who have the colts played in the super bowl,g
852,train13332,who played joey bishop's wife in the joey bishop show,g
853,train13380,who played joey's sister cookie on friends,g
854,train13388,who won the us open tennis women's singles championship in 2013,g
855,train13398,who is the actress that plays abigail on days of our lives,g
856,train13413,who sang the songs in the king and i,g
857,train13479,who played the female lead role in the movie 'pakeezah',g
858,train13482,who sings tequila makes her cloths fall off,g
859,train13492,who does the little prince meet on earth,g
860,train13493,who won the 2017 world's strongest man competition,g
861,train13496,who was killed at the toll booth in the godfather,g
862,train13509,who played kyle hobart in sons of anarchy,g
863,train13514,who was the king of france who built versailles,g
864,train13568,who does the voice of princess jasmine in aladdin,g
865,train13573,the man who invented the world wide web,g
866,train13589,who is the wife in tender is the night,g
867,train13595,who plays max on fresh prince of bel air,g
868,train13608,who has been designated as the chairman by the iba,g
869,train13664,who sang black magic woman with carlos santana,g
870,train13707,what is the botanical name of lady finger,g
871,train13731,actress who plays maxie jones on general hospital,g
872,train13740,who is the man who sings go compare,g
873,train13759,who was 5 colours in her hair written about,g
874,train13790,who is the father of the industrial revolution,g
875,train13796,who plays the scottish guy on sons of anarchy,g
876,train13809,who won us open men's single 2018,g
877,train13816,who played mrs davis on our miss brooks,g
878,train13831,who is the actress that plays red on orange is the new black,g
879,train13843,who plays kalinda's husband on the good wife,g
880,train13864,who plays monk on the tv show monk,g
881,train13869,who is the actress who plays hannah baker,g
882,train13890,who plays jimmy's brother on better call saul,g
883,train13894,who is al mahdi and what will he accomplish,g
884,train13910,who yielded his life an atonement for sin,g
885,train13913,who played stallone's son in over the top,g
886,train13932,who played melissa on two and a half men,g
887,train13939,who wrote something in the way she moves,g
888,train13943,who wrote long tall woman in a black dress,g
889,train13983,who decided to use the neoclassical architectural style for his home in virginia,g
890,train13984,whos the old lady in fried green tomatoes,g
891,train14022,who is considered the father of modern geology,g
892,train14024,who voiced god in the prince of egypt,g
893,train14031,who was the actress that played rizzo in grease,g
894,train14055,who does mufasa's voice in lion king,g
895,train14059,who is representing the united states in the miss universe pageant,g
896,train14085,who was the third emperor of the ming dynasty,g
897,train14086,who played mrs oleson on little house on the prairie,g
898,train14110,who is regarded as the father of modern atomic theory,g
899,train14117,who sang little miss can't be wrong,g
900,train14131,who is the guy who plays captain america,g
901,train14174,who is vincent's father in the godfather,g
902,train14181,who was the first president of the united states why was he the choice of all,g
903,train14189,who is the founder of taoism and what book contains his teachings,g
904,train14198,who sings the song dude looks like a lady,g
905,train14207,who was the first known king of england,g
906,train14215,who plays the tyrell grandmother on game of thrones,g
907,train14234,who played general custer on dr quinn medicine woman,g
908,train14254,who played uncle jesse on the dukes of hazzard,g
909,train14290,who won the 2002 us open men's tennis championship,g
910,train14322,who does chris griffin voice on family guy,g
911,train14330,who plays the ice queen in the lion the witch and the wardrobe,g
912,train14331,who killed omar's boyfriend in the wire,g
913,train14334,who is the leader has served as the chief minister of his or her state for four consecutive terms,g
914,train14335,who introduced the technique of sign drawing of a man as a measure of intelligence,g
915,train14344,who plays the sister in to the bone,g
916,train14357,who played the teenage daughter in uncle buck,g
917,train14396,actor who plays happy on sons of anarchy,g
918,train14400,who sings she dont love you she's just lonely,g
919,train14435,who won the seat of king in south australia,g
920,train14440,who won women's title of 2016 icc world t20,g
921,train14468,who played the brother in everybody loves raymond,g
922,train14483,who plays jack shephard's son in lost,g
923,train14495,who is the girl that sings with eddie money in take me home tonight,g
924,train14511,who plays jack teller in sons of anarchy,g
925,train14539,who plays charlies ex wife on anger management,g
926,train14564,who is the well spoken man on top gear,g
927,train14569,who plays cinderella's mother in the 2015 movie,g
928,train14571,who won sa re ga ma pa lil chams 2017,g
929,train14596,who played mr lucas on are you being served,g
930,train14629,who is also known as the lady with the lamp,g
931,train14635,who played quarks mom on deep space nine,g
932,train14638,who was the first person evicted from big brother season 1,g
933,train14655,who played bruce willis's girlfriend in pulp fiction,g
934,train14702,who was the last emperor of the augustinian line,g
935,train14705,film about a boy whose dreams come true,g
936,train14710,who is the man with the burned face on game of thrones,g
937,train14729,who did the voice of miley cyrus on family guy,g
938,train14753,which superhero shares his name with a turkish city,g
939,train14772,who is the actress who plays linda on blue bloods,g
940,train14805,transformers the revenge of the fallen heroine name,g
941,train14828,who is the worldwide leader of the catholic church and where does he live,g
942,train14837,who was the song dear mr president written about,g
943,train14844,who does the voice over for stewie in family guy,g
944,train14846,who played the young diana in wonder woman,g
945,train14848,what is richard's last name in tommy boy,g
946,train14876,who plays the nun in rush hour 3,g
947,train14890,who inspired sir arthur conan doyle to write sherlock holmes,g
948,train14901,who is theo's mother on days of our lives,g
949,train14904,who is the actress that plays queen mary in reign,g
950,train14918,who sang i know him so well with elaine page,g
951,train14998,who played maid marian in robin hood prince of thieves,g
952,train15010,who wrote born this way by lady gaga,g
953,train15070,who won the men's us open 2017,g
954,train15165,who plays the bad guy in smurfs 2,g
955,train15174,who plays the atf agent on sons of anarchy,g
956,train15207,who was the first woman who ran for vice president,g
957,train15219,who sang she got the goldmine i got the shaft,g
958,train15225,who played mollys sister in mike and molly,g
959,train15228,who is the girl singing in drake in my feelings,g
960,train15235,who played will gardner on the good wife,g
961,train15303,who plays king george in once upon a time,g
962,train15320,who played bull hurley in over the top,g
963,train15328,who wrote a romance called le morte d'arthur about the death of king arthur,g
964,train15340,who played sandra bullocks daughters in practical magic,g
965,train15349,who does the old man voice on family guy,g
966,train15361,who plays benny the bull in real life,g
967,train15364,what is the last name of the property brothers,g
968,train15379,who was captain swing and who did he represent,g
969,train15384,who was sad eyed lady of the lowlands written about,g
970,train15395,what is the moms name in everything everything,g
971,train15396,who is the actor that plays the grandfather on blue bloods,g
972,train15397,who is known as the father of algebra,g
973,train15404,who is the issuing authority for pa drivers license,g
974,train15419,actress who plays caroline on bold and beautiful,g
975,train15443,who plays eli roosevelt in sons of anarchy,g
976,train15456,who wrote against animal experimentation with his book animal liberation,g
977,train15459,who plays the older brahms in the boy,g
978,train15502,who crowned himself as an emperor of france in 1804,g
979,train15539,who is the actress that plays in timeless,g
980,train15560,who plays the attorney on sons of anarchy,g
981,train15571,who plays beast boy in teen titans go,g
982,train15607,who played the mom on wizards of waverly place,g
983,train15615,where did the band name lady antebellum come from,g
984,train15618,who is considered to be the father of rap,g
985,train15621,who pioneered animated movies with his short feature steamboat willie in 1928,g
986,train15636,who is regina's dad once upon a time,g
987,train15648,who is the little boy on the shining,g
988,train15659,who did the song he ain heavy he my brother,g
989,train15687,what is the name of heroine in bengal tiger,g
990,train15688,metal gear man who sold the world cover,g
991,train15716,how old is the actress who plays murphy brown,g
992,train15718,who starred in the man who never was,g
993,train15719,who played jesus in the movie king of kings,g
994,train15733,who was the first woman to be elected to parliament in australia,g
995,train15742,who played kevin's mom in home alone,g
996,train15780,who sang long legged woman dressed in black,g
997,train15785,who won the wimbledon women's singles title in 1994,g
998,train15788,who plays edmund in the lion the witch and the wardrobe,g
999,train15810,who wrote the band of brothers theme song,g
1000,train15813,who plays the little boy in home alone,g
1001,train15840,who was declared as the winner of the national award for the best actress in 2018,g
1002,train15861,who plays canes mother on the young and the restless,g
1003,train15877,who played debbie in the bishop's wife,g
1004,train15879,who was the king of england in 1888,g
1005,train15886,businesswoman who is the presenter of the hotel inspector,g
1006,train15896,who plays aria's father in pretty little liars,g
1007,train15897,who played betty in some mothers do have them,g
1008,train15901,who played rat boy on sons of anarchy,g
1009,train15911,who was murdered by my boyfriend based on,g
1010,train15921,who played carlton on the fresh prince of bel-air,g
1011,train15923,whos the girl in the basement in don't breathe,g
1012,train15927,who is the youngest boy to climb mount everest,g
1013,train15933,what is the name of the ancient egyptian kings,g
1014,train15999,who is the woman that sings with meatloaf,g
1015,train16001,who became india's first woman ips officer,g
1016,train16003,who was the girl that played tony's daughter,g
1017,train16010,who said goodnight mrs. calabash wherever you are,g
1018,train16021,who played bob on big man on campus,g
1019,train16026,who created the declaration of the rights of man,g
1020,train16040,who is david's dad in the bible,g
1021,train16064,who played the female lead in the film pushpak,g
1022,train16068,who was considered the father of american geography,g
1023,train16088,who played mr darcy in the 1940 film version of pride and prejudice,g
1024,train16096,who plays the son of hook in desendants 2,g
1025,train16098,who played the medic in band of brothers,g
1026,train16131,who played alice boyfriend on the brady bunch,g
1027,train16141,who wrote the man in the gray flannel suit,g
1028,train16151,who plays general zod in man of steel,g
1029,train16173,who is the female dancer in dirty dancing,g
1030,train16187,who plays the call girl in west wing,g
1031,train16208,who plays the black knight in family guy,g
1032,train16209,who plays richard harrow sister on boardwalk empire,g
1033,train16230,how old is the boy who played elliot in et,g
1034,train16233,who played vada's mom in my girl 2,g
1035,train16244,who holds the record for most mr olympia,g
1036,train16251,who is colin farrell in saving mr banks,g
1037,train16263,who is the girl in earned it video,g
1038,train16270,who wrote the song man in the middle,g
1039,train16284,who is the daddy in bridget jones baby,g
1040,train16294,who is the big woman in game of thrones,g
1041,train16313,who is best known for his advocacy of laissez-faire as the guiding principle for economic policy,g
1042,train16321,what was the name of the titanics sister ship,g
1043,train16346,actress who played stephanie in saturday night fever,g
1044,train16376,who played tom barnaby's wife in midsomer murders,g
1045,train16403,who won the who shot mr burns contest,g
1046,train16439,who sang the song jean from the prime of miss jean brodie,g
1047,train16473,who extolled the equality of conditions in his book democracy in america (points 2),g
1048,train16495,who was a free man in paris written about,g
1049,train16502,what is the name of heroine in hindi medium,g
1050,train16514,who played uncle arthur in the comedy company,g
1051,train16530,who is king of the ocean in spongebob,g
1052,train16537,who was the chola king under whose region the brihadeeswara temple of tanjore was constructed,g
1053,train16549,who played lindsay on two and a half men,g
1054,train16558,who was the first woman to be nominated for best director at the academy awards,g
1055,train16563,the man who sold his life on ebay,g
1056,train16574,who is an irish airman foresees his death about,g
1057,train16576,who was known as the tramp or the king of comedy,g
1058,train16579,who told child is the father of man,g
1059,train16606,who is the actress who plays olivia pope mother,g
1060,train16619,what was the owls name in mr rogers,g
1061,train16643,who played penny's father on big bang,g
1062,train16649,in genesis 14 who was the king of salem,g
1063,train16660,who plays po dad in kung fu panda,g
1064,train16690,who is the happy warrior who is he,g
1065,train16717,who was crowned king of england in 1327,g
1066,train16719,who was the maid on the brady bunch,g
1067,train16728,who is the queen mary ship named after,g
1068,train16788,who was boccaccio and what did he write,g
1069,train16796,who plays prince caspian in the chronicles of narnia,g
1070,train16805,who is the voice of scar on lion king,g
1071,train16817,who was the oldest man that lived in the bible,g
1072,train16836,whats the name of the movie with vegeta's brother,g
1073,train16869,who was the black lady on star trek,g
1074,train16872,who won the raw women's championship at extreme rules,g
1075,train16881,who is tucks father in grey's anatomy,g
1076,train16886,who played the mother on what's happening,g
1077,train16918,who plays maya's dad in the 100,g
1078,train16935,who plays dwight's brother in the office,g
1079,train16936,who was the first female african american doctor,g
1080,train16949,who is the girl in just hold on we're going home,g
1081,train16986,who voices the prince in happily never after,g
1082,train17021,who is the actor who played opie on sons of anarchy,g
1083,train17028,who played quincy in how stella got her groove back,g
1084,train17062,who was the founding father of the bernina sewing machine,g
1085,train17067,who is lips girlfriend in shameless season 7,g
1086,train17078,who was the first woman to became the prime minister of a country,g
1087,train17097,who was the oldest son on home improvement,g
1088,train17132,who plays larrys wife on curb your enthusiasm,g
1089,train17134,who plays marlon wayans wife in white chicks,g
1090,train17151,who is the current mr money inthe bank,g
1091,train17188,who was the actress that played curly sue,g
1092,train17194,who played the dad on back to the future,g
1093,train17217,who was girl on blind faith album cover,g
1094,train17219,who is the first lady of the usa,g
1095,train17246,who wrote the lyrics for the lion king,g
1096,train17249,who wrote the song you're still a young man,g
1097,train17321,who plays rick's wife in walking dead,g
1098,train17325,who plays lenny's wife in grown ups,g
1099,train17334,who is the princess in prince of persia,g
1100,train17337,who is stephanie's mom on bold and beautiful,g
1101,train17351,who plays spencer reid's mother in criminal minds,g
1102,train17412,who is the girl in how you remind me,g
1103,train17415,who played tara in the man who invented christmas,g
1104,train17425,who sang the original red roses for a blue lady,g
1105,train17427,who plays the mother on two and a half,g
1106,train17469,who played barbara husband on one day at a time,g
1107,train17483,who plays the ice king in adventure time,g
1108,train17492,who was the girl that disappeared in aruba,g
1109,train17496,who does the voice of korben dallas mother,g
1110,train17514,who wrote the song in the shelter of his arms,g
1111,train17519,who played mr green in the night before,g
1112,train17520,who played the old gypsy man in thinner,g
1113,train17541,who plays nicholes mother on la to vegas,g
1114,train17543,who is the girl that plays 11 on stranger things,g
1115,train17558,who plays casey ryback niece in under siege 2,g
1116,train17584,who wrote a good man is hard to find,g
1117,train17590,who is the goddess of the moon in greek mythology,g
1118,train17591,who played abby's brother kyle on ncis,g
1119,train17612,who played cedric diggory dad in harry potter,g
1120,train17613,who is the girl in a little piece of heaven,g
1121,train17625,who sings does he love me with reba,g
1122,train17653,who was blackie's girlfriend on general hospital,g
1123,train17658,who played tom cruise's wife in mission impossible 3,g
1124,train17670,who was the boy in brandy i wanna be down video,g
1125,train17672,who is the guy who talks on disney channel,g
1126,train17708,who plays grace in the american girl movie,g
1127,train17719,who voiced luanne from king of the hill,g
1128,train17747,who plays lucy on the tv show mom,g
1129,train17762,who is known as the first and last female rules of the delhi sultanate,g
1130,train17767,who played the female welder who was a dancer by night in the 1983 movie flashdance,g
1131,train17770,who played the willis's son on the jeffersons,g
1132,train17771,who plays chelsea's mom on young and the restless,g
1133,train17774,who was the supposed divine father of theseus,g
1134,train17785,who plays sophie on the marvelous mrs maisel,g
1135,train17830,who is considered by many to be the father of soul,g
1136,train17839,who is the grandmother in the movie gifted,g
1137,train17852,who was irving berlin and what did he do,g
1138,train17896,who plays bonnie's mom on baby daddy,g
1139,train17925,who won women's singles at wimbledon 2017,g
1140,train17952,who is the mean guy in the twisted sister videos,g
1141,train17991,who discovered that energy travels in discrete units that he called quanta,g
1142,train18003,who is josh matthews on girl meets world,g
1143,train18042,who is the girl in zz top legs video,g
1144,train18060,who is the first woman member in rajya sabha,g
1145,train18072,who played carol's boyfriend sandy on growing pains,g
1146,train18097,who sang i wish i was a princess,g
1147,train18119,who is the actress who does the trivago commercials,g
1148,train18128,who played mrs edwards on little house on the prairie,g
1149,train18141,halloween 6 who is the man in black,g
1150,train18147,who is the actress of singh is bling,g
1151,train18152,who is the girl in coming to america,g
1152,train18166,who plays mrs. conway on house of cards,g
1153,train18176,who lost to australia in their first ever women's world cup tournament in 2005,g
1154,train18198,who played scott baldwin's father on general hospital,g
1155,train18199,who played mr. mooney on the lucy show,g
1156,train18204,who is the elf queen in the hobbit,g
1157,train18226,who sings the song carry on my wayward son,g
1158,train18252,name the first african american woman to receive a dental degree in the united states,g
1159,train18255,who is the guy who does movie trailers,g
1160,train18274,who is called as father of c programming language,g
1161,train18286,who killed jax dad in sons of anarchy,g
1162,train18291,who voices vinny the dog on family guy,g
1163,train18300,who owns the sands casino in bethlehem pa,g
1164,train18314,where does the name portugal the man come from,g
1165,train18318,who is the actress that plays alison in pretty little liars,g
1166,train18329,who plays chelsea on two and a half men,g
1167,train18333,who gave voice for king julian in madagascar,g
1168,train18336,who plays elf king in desolation of smaug,g
1169,train18355,what is the name of the heroine in bharat ane nenu,g
1170,train18380,who played anne neville in the white queen,g
1171,train18384,who dies in shut up flower boy band,g
1172,train18391,who plays david hale on sons of anarchy,g
1173,train18395,who hit the first homerun in minute maid park,g
1174,train18414,who wrote the song i'm not going to miss you,g
1175,train18449,who said made it ma top of the world,g
1176,train18462,who plays the bad guy in terminator 2,g
1177,train18465,who played the father on the donna reed show,g
1178,train18470,who is the first miss universe from india,g
1179,train18503,who is the mom in grounded for life,g
1180,train18584,who plays nicholas in the princess diaries 2,g
1181,train18600,who is the lead singer of portugal the man,g
1182,train18611,who sings i'm the one your mother warned you about,g
1183,train18620,who is the oldest child in queen sugar,g
1184,train18632,who plays wendy the waitress in how i met your mother,g
1185,train18634,who played rosario on will & grace and is she still alive,g
1186,train18638,who plays janine's mom on house of payne,g
1187,train18648,who plays the evil queen on once upon a time,g
1188,train18675,in greek mythology who was the goddess of spring growth,g
1189,train18690,who plays the first lady on house of cards,g
1190,train18694,who is known as the father of texas,g
1191,train18714,who plays the girl in harry potter and the goblet of fire,g
1192,train18724,who is gertrude bell queen of the desert,g
1193,train18731,who is said be the father of volleyball,g
1194,train18733,who is the heroine of quit india movement,g
1195,train18739,who plays shiv's ex boyfriend on succession,g
1196,train18766,who sings i got a new girl now,g
1197,train18771,who played lucky on king of the hill,g
1198,train18774,who plays the mother in a monster calls,g
1199,train18778,who plays the mom in everybody loves raymond,g
1200,train18782,who was the queen of britain during ww1,g
1201,train18792,who is known as the father of the internet,g
1202,train18799,who is the guy on the kentucky fried chicken commercial,g
1203,train18803,who plays the little girl in field of dreams,g
1204,train18833,who played katherine chancellor's son on y&r,g
1205,train18836,who plays the old lady in jackass 2,g
1206,train18841,actress who played aunt sally in worzel gummidge,g
1207,train18883,who does jerome's voice on family guy,g
1208,train18963,who is the girl in the bon jovi it's my life video,g
1209,train18970,who was the first woman selected in rajya sabha,g
1210,train18975,who is the first miss world in india,g
1211,train19009,who played the bird woman in mary poppins,g
1212,train19040,who plays tom riddle in the half blood prince,g
1213,train19053,who was portrayed as the anderson brothers cousin,g
1214,train19094,who plays leonard's mother on the big bang theory,g
1215,train19105,who was known as the father of the underground railroad,g
1216,train19124,who did the music for wonder woman movie,g
1217,train19127,who sings the song big iron on his hip,g
1218,train19133,who plays the girl in high school musical,g
1219,train19151,who played fish's wife on barney miller,g
1220,train19164,who does the voice of diane on family guy,g
1221,train19242,who was the last scottsboro boy to be freed from prison,g
1222,train19260,where does the last name bull come from,g
1223,train19268,what was the phony name that armand and val called their maid agadore during the senator's visit,g
1224,train19276,where did mumford and sons get their name,g
1225,train19292,who plays david lee on the good wife,g
1226,train19300,who plays robert california's wife on the office,g
1227,train19307,who won the women's french open in 2018,g
1228,train19321,on general hospital who is spencer cassadine mother,g
1229,train19332,who plays camilla vargas in queen of the south,g
1230,train19339,who played peter pan's daughter in hook,g
1231,train19376,who plays clark kent in man of steel,g
1232,train19384,who voiced prince eric in the little mermaid,g
1233,train19386,who is the actress who plays felicity in arrow,g
1234,train19410,who is the actress that plays kate on this is us,g
1235,train19418,who plays aunt carol in dear dumb diary,g
1236,train19436,who played the red queen in alice in wonderland,g
1237,train19438,who was the girl in what do you mean,g
1238,train19447,who was the first woman judge to be appointed chief justice of a high court,g
1239,train19480,what is the title for a woman who is not married,g
1240,train19504,who is the actress who plays flo in progressive commercials,g
1241,train19523,what is maggie's dads name in the walking dead,g
1242,train19557,who replaced tom brady when he was hurt,g
1243,train19564,who is the girl that plays haley in modern family,g
1244,train19571,who plays sally's sister in coronation street,g
1245,train19572,who sings the song majestic from american dad,g
1246,train19579,who plays orlando in diary of a mad black woman,g
1247,train19586,who plays tara's mom on true blood,g
1248,train19630,who played the girl in pirates of the caribbean 5,g
1249,train19667,who did mr drummond marry on diff'rent strokes,g
1250,train19687,who is the original singer of galway girl,g
1251,train19700,who plays jack bauer's daughter on 24,g
1252,train19731,who was the borg queen in star trek,g
1253,train19735,who made five nights at freddy's sister location,g
1254,train19742,who is considered the father of information architecture,g
1255,train19751,who plays the marshal in the man in the high castle,g
1256,train19791,who played the mom on a christmas story,g
1257,train19839,who has won the most dude perfect battles,g
1258,train19848,who is summer's father on young and restless,g
1259,train19863,who is the actor that plays mr noodle,g
1260,train19877,who was in the bathroom when she won an oscar,g
1261,train19878,who wrote the music for ladies in lavender,g
1262,train19879,who played john wayne's son in rio grande,g
1263,train19891,who is known for his practice of total war,g
1264,train19895,who is the secretary general of the un and where is he from,g
1265,train19949,who was known for having a sign on his desk that read the buck stops here,g
1266,train19951,who was griffin how did he become invisible,g
1267,train19964,who played the original carole king in beautiful,g
1268,train19979,early 20 th century poet who wrote a shropshire lad,g
1269,train19980,who does cleveland's voice on family guy,g
1270,train19993,who plays aunt may in the amazing spider man,g
1271,train20003,who sings the song i've been waiting for a girl like you,g
1272,train20027,who sings the country song i loved her first,g
1273,train20055,how old is the guy who plays rocky,g
1274,train20064,who played greg's mom on american housewife,g
1275,train20117,who was the first woman that ran for president,g
1276,train20138,who plays emily's dad on pretty little liars,g
1277,train20158,who is the actress that plays callie on the fosters,g
1278,train20189,who plays the president's son on madam secretary,g
1279,train20195,who said the man on the clapham omnibus,g
1280,train20209,who plays jennifer jareau's husband on criminal minds,g
1281,train20218,who sings hey baby will you be my girl,g
1282,train20228,who started the practice of gerrymandering back in 1812 and what state was he from,g
1283,train20232,who played lady penelope in the thunderbirds movie,g
1284,train20262,who plays king george vi in the crown,g
1285,train20266,who played the female cop in days of thunder,g
1286,train20273,who plays mrs benson on i love lucy,g
1287,train20289,who sang hello mother hello father here i am at camp granada,g
1288,train20291,who won the men's wimbledon championship 2016,g
1289,train20335,who was called as uncrowned king of bombay,g
1290,train20366,what was the roman name for the goddess hecate,g
1291,train20374,who played mr. honeywell on my little margie,g
1292,train20377,who played bomber's daughter in auf wiedersehen pet,g
1293,train20381,who played in when a man loves a woman,g
1294,train20387,who plays lynette's twins in desperate housewives,g
1295,train20403,who sang you're a lady i'm a man,g
1296,train20408,who aided heracles in his second labor by cauterizing,g
1297,train20409,who played mrs thornton in north and south,g
1298,train20450,who played prince humperdinck in the princess bride,g
1299,train20451,who won the big brother naija last year,g
1300,train20549,who sang there no one quite like grandma,g
1301,train20554,who sings like the deserts miss the rain,g
1302,train20559,actress who plays alice in vicar of dibley,g
1303,train20564,who is emma from big brother married to,g
1304,train20593,who played the borg queen in first contact,g
1305,train20601,who played the little girl in all in the family,g
1306,train20609,who is the current chairman of the ntsb,g
1307,train20613,who did tom brady's voice on family guy,g
1308,train20616,who played loretta lynn in coal miners daughter,g
1309,train20638,what is the name of saudi arabia king,g
1310,train20639,who was the first person to enter ellis island and what country was she from,g
1311,train20705,who played cousin eddie's daughter in vegas vacation,g
1312,train20706,who returned the knighthood conferred on him by british goverment after jallianwala bagh massacre,g
1313,train20733,who plays michelle's son alex in coronation street,g
1314,train20745,who played mr boynton on our miss brooks,g
1315,train20767,who was the girl at the end of oculus,g
1316,train20771,who plays miss kate in the next step,g
1317,train20782,who does roger's voice on american dad,g
1318,train20817,who sings hey hey my my in sons of anarchy,g
1319,train20835,who is known as father of early modern medicine,g
1320,train20904,who sang we gotta get you a woman,g
1321,train20928,who played william in the film goodnight mr tom,g
1322,train20934,british singer who collaborated with kanye west on american boy,g
1323,train20973,who wants to be a millionaire host female,g
1324,train20994,who does loretta's voice on family guy,g
1325,train21043,who played glinda the good witch of the north,g
1326,train21048,who played spock's father in the original star trek,g
1327,train21067,who votes for nfl man of the year,g
1328,train21079,who is called the father of english history,g
1329,train21090,who was the second lady prime minister of india,g
1330,train21098,who played ross and monica's dad in friends,g
1331,train21149,who was the actor that played the elephant man,g
1332,train21196,who is kyle's mom in american horror story,g
1333,train21218,who plays anna scott's boyfriend in notting hill,g
1334,train21288,who is the chairman of isolo local government,g
1335,train21293,who plays mr finn on school of rock,g
1336,train21336,who is the girl in the cube itv,g
1337,train21360,who played grandpa joe in charlie and the chocolate factory,g
1338,train21370,who is barbie in princess and the pauper,g
1339,train21410,who won second head of household on big brother,g
1340,train21414,who wrote ekbar biday de ma ghure asi,g
1341,train21416,who is the girl on the cover of blink 182,g
1342,train21418,who plays cat miss ever dean in the hunger games,g
1343,train21428,the cricketer who made his test debut against india in 2016,g
1344,train21455,who plays sam gibbs in how i met your mother,g
1345,train21504,who was the english king who introduced the use of juries,g
1346,train21518,who played scarlett's mother in gone with the wind,g
1347,train21537,who was the 50s rocker who used strings on his recordings and overdubbed voices and guitars,g
1348,train21549,who created abu simbel in his own image,g
1349,train21551,who played janet jackson's mom on good times,g
1350,train21564,who played the bearded lady on the greatest showman,g
1351,train21597,who created the character of mowgli a boy raised by wolves,g
1352,train21620,what is the name of the tango song in scent of a woman,g
1353,train21625,who played green goblin's son in spiderman,g
1354,train21641,who was the founding father of the san gabriel mission,g
1355,train21654,who played father guido sarducci on saturday night live,g
1356,train21723,who was hagar's son in the bible,g
1357,train21727,who sings dont you wish your girlfriend was hot like me,g
1358,train21740,who is credited most with his work with electrons,g
1359,train21792,who won the men's figure skating olympics 2018,g
1360,train21800,main tera boyfriend tu meri girlfriend song movie name,g
1361,train21823,who was the guy that painted on pbs,g
